url,median_ms,status,runs_seconds
http://127.0.0.1:4173/,1.21,PASS,0.018654,0.001195,0.001214,0.000925,0.001454
http://127.0.0.1:4173/flow,1.19,PASS,0.001910,0.001191,0.001020,0.001885,0.001013
http://127.0.0.1:4173/form,0.95,PASS,0.001923,0.000954,0.000993,0.000749,0.000715
http://127.0.0.1:4173/recovery,0.95,PASS,0.001418,0.000953,0.001012,0.000710,0.000826
http://127.0.0.1:4173/mitgliedschaften,0.79,PASS,0.001290,0.000844,0.000744,0.000667,0.000790
http://127.0.0.1:4173/pricing,0.89,PASS,0.001270,0.000872,0.001024,0.000891,0.000829
http://127.0.0.1:4173/ueber-uns,0.88,PASS,0.001642,0.000858,0.001021,0.000878,0.000846
http://127.0.0.1:4173/about,0.96,PASS,0.001678,0.000896,0.000958,0.000824,0.000977
http://127.0.0.1:4173/kontakt,1.03,PASS,0.001591,0.001043,0.000763,0.000872,0.001033
http://127.0.0.1:4173/contact,1.01,PASS,0.001577,0.001024,0.000843,0.000896,0.001009
http://127.0.0.1:4173/impressum,0.86,PASS,0.001631,0.000977,0.000848,0.000859,0.000791
http://127.0.0.1:4173/datenschutz,0.93,PASS,0.001515,0.000949,0.000868,0.000852,0.000929
