url,median_ms,status,runs_seconds
http://127.0.0.1:4173/,1.03,PASS,0.012246,0.001135,0.001032,0.000841,0.000888
http://127.0.0.1:4173/flow,0.95,PASS,0.001425,0.000909,0.000951,0.000748,0.001296
http://127.0.0.1:4173/form,0.95,PASS,0.001429,0.000947,0.000966,0.000916,0.000695
http://127.0.0.1:4173/recovery,0.87,PASS,0.001545,0.000726,0.000855,0.000868,0.000949
http://127.0.0.1:4173/mitgliedschaften,0.78,PASS,0.001867,0.000853,0.000747,0.000778,0.000709
http://127.0.0.1:4173/pricing,0.95,PASS,0.001982,0.001157,0.000901,0.000951,0.000937
http://127.0.0.1:4173/ueber-uns,1.04,PASS,0.001748,0.000919,0.001045,0.000878,0.001079
http://127.0.0.1:4173/about,1.10,PASS,0.001331,0.000906,0.001100,0.000978,0.001311
http://127.0.0.1:4173/kontakt,1.00,PASS,0.001854,0.001028,0.001004,0.000939,0.000934
http://127.0.0.1:4173/contact,1.00,PASS,0.001696,0.000997,0.000924,0.000924,0.001359
http://127.0.0.1:4173/impressum,0.95,PASS,0.001487,0.000813,0.000837,0.000986,0.000954
http://127.0.0.1:4173/datenschutz,1.01,PASS,0.001895,0.000977,0.000853,0.001011,0.001060
